DATABINDING::_DATABINDING_ADD_DATA_CONTAINER_BY_HASH, 2464
DATABINDING::_DATABINDING_WRITE_DATA_BOOL_FROM_PARENT, 2442
DATABINDING::_DATABINDING_REMOVE_DATA_ENTRY, 2438
HUD::GET_LENGTH_OF_LITERAL_STRING, 2428
DECORATOR::DECOR_EXIST_ON, 2412
PLAYER::INT_TO_PARTICIPANTINDEX, 2384
AUDIO::PLAY_SOUND_FRONTEND, 2294
NETWORK::_NET_TO_ANIM_SCENE, 2278
BUILTIN::WAIT, 2218
MISC::_GET_STRING_FROM_FLOAT, 2202
NETWORK::NETWORK_IS_PARTICIPANT_ACTIVE, 2144
DATAFILE::_PARSEDDATA_GET_FILE, 2080
NETWORK::NETWORK_IS_HOST_OF_THIS_SCRIPT, 2046
NETWORK::NET_TO_PED, 2040
MISC::ENABLE_DISPATCH_SERVICE, 2016
PED::GET_PED_CONFIG_FLAG, 2016
PED::IS_PED_ON_MOUNT, 1984
MAP::REMOVE_BLIP, 1980
HUD::_UI_PROMPT_IS_VALID, 1976
STREAMING::IS_MODEL_VALID, 1940
ENTITY::SET_ENTITY_VISIBLE, 1924
VOLUME::DELETE_VOLUME, 1924
DATABINDING::_DATABINDING_WRITE_DATA_INT_FROM_PARENT, 1910
ATTRIBUTE::ENABLE_ATTRIBUTE_OVERPOWER, 1860
PLAYER::_SET_DEADEYE_ABILITY_LOCKED, 1860
TASK::_0x5D9B0BAAF04CF65B, 1856
DATAFILE::_PARSEDDATA_RQ_FILLOUT_STRING_63, 1852
SCRIPTS::GET_NUMBER_OF_THREADS_RUNNING_THE_SCRIPT_WITH_THIS_HASH, 1834
MISC::ABSF, 1774
SCRIPTS::TERMINATE_THIS_THREAD, 1774
BUILTIN::VDIST2, 1756
GANG::NETWORK_GET_GANG_LEADER, 1742
ANIMSCENE::SET_ANIM_SCENE_ENTITY, 1710
DATAFILE::_PARSEDDATA_GET_ENTRIES, 1698
PED::IS_PED_IN_ANY_VEHICLE, 1698
MISC::ARE_STRINGS_EQUAL, 1692
PED::IS_PED_DEAD_OR_DYING, 1672
SCRIPTS::IS_THREAD_EXIT_REQUESTED, 1672
PED::IS_PED_A_PLAYER, 1658
ATTRIBUTE::DISABLE_ATTRIBUTE_OVERPOWER, 1652
MISC::GET_RANDOM_FLOAT_IN_RANGE, 1644
VOLUME::_ADD_BOX_VOLUME_TO_VOLUME_AGGREGATE, 1636
UNLOCK::UNLOCK_IS_VISIBLE, 1630
MAP::BLIP_ADD_MODIFIER, 1598
PED::IS_PED_MALE, 1580
DATAFILE::_PARSEDDATA_GET_INT, 1578
GANG::NETWORK_IS_GANG_LEADER, 1570
PED::IS_PED_HUMAN, 1564
BUILTIN::CEIL, 1558
HUD::_GET_TEXT_SUBSTRING_2, 1556
SCRIPTS::GET_ID_OF_THIS_THREAD, 1544
VOLUME::IS_POINT_IN_VOLUME, 1536
SCRIPTS::GET_EVENT_DATA, 1526
MISC::GET_FRAME_COUNT, 1506
PAD::IS_CONTROL_JUST_PRESSED, 1498
PED::REMOVE_SHOP_ITEM_FROM_PED_BY_CATEGORY, 1486
STREAMING::HAS_MODEL_LOADED, 1472
ITEMDATABASE::ITEMDATABASE_FILLOUT_ITEM_INFO, 1466
MISC::GET_DISTANCE_BETWEEN_COORDS, 1464
STREAMING::REQUEST_MODEL, 1462
COMPAPP::_0x74BCCEB233AD95B2, 1442
UITUTORIAL::_UITUTORIAL_SET_RPG_ICON_VISIBILITY, 1434
STATS::STAT_ID_IS_VALID, 1426
ANIMSCENE::IS_ANIM_SCENE_RUNNING, 1420
NETWORK::NETWORK_AWARD_HAS_REACHED_MAXCLAIM, 1418
SCRIPTS::DOES_THREAD_EXIST, 1414
GANG::NETWORK_IS_GANG_ID_VALID, 1406
GRAPHICS::ANIMPOSTFX_IS_RUNNING, 1400
DATABINDING::_DATABINDING_WRITE_DATA_HASH_STRING, 1398
PED::SET_PED_RESET_FLAG, 1398
BUILTIN::COS, 1390
DATABINDING::_DATABINDING_INSERT_UI_ITEM_TO_LIST_FROM_CONTEXT_HASH_ALIAS, 1386
DATABINDING::_DATABINDING_READ_DATA_BOOL_FROM_PARENT, 1386
BUILTIN::SIN, 1382
HUD::_UI_PROMPT_SET_ATTRIBUTE, 1378
DATAFILE::PARSEDDATA_IS_FILE_LOADED, 1366
PLAYER::_0x263D69767F76059C, 1360
PLAYER::_SET_PLAYER_STAT_FLAG_HASH, 1360
WEAPON::GET_PED_AMMO_BY_TYPE, 1360
GRAPHICS::_ANIMPOSTFX_CLEAR_EFFECT, 1346
NETWORK::NETWORK_GET_PLAYER_INDEX, 1340
INVENTORY::_INVENTORY_GET_FULL_INVENTORY_ITEM_DATA, 1334
CAM::DOES_CAM_EXIST, 1330
DATABINDING::_DATABINDING_GET_ARRAY_COUNT, 1328
MISC::GET_SYSTEM_TIME, 1312
ANIMSCENE::IS_ANIM_SCENE_LOADED, 1308
INVENTORY::_INVENTORY_GET_INVENTORY_ITEM_COUNT_WITH_ITEMID, 1302
CAM::IS_SCREEN_FADED_OUT, 1298
NETWORK::NETWORK_IS_IN_SESSION, 1288
PED::SET_BLOCKING_OF_NON_TEMPORARY_EVENTS, 1268
SCRIPTS::_GET_THREAD_EXIT_REASON, 1268
GANG::NETWORK_IS_GANG_ACTIVE, 1254
PLAYER::_MODIFY_PLAYER_UI_PROMPT, 1254
SCRIPTS::GET_NUMBER_OF_EVENTS, 1244
SCRIPTS::GET_EVENT_AT_INDEX, 1222
WEAPON::_SET_PED_WEAPON_ATTACH_POINT_VISIBILITY, 1220
TASK::CLEAR_PED_TASKS, 1214
INVENTORY::_INVENTORY_GET_INVENTORY_ID_FROM_PED, 1206
DATABINDING::_VIRTUAL_COLLECTION_ITEM_ADD, 1198
ENTITY::HAS_ANIM_EVENT_FIRED, 1198
NETWORK::NETWORK_GET_PARTICIPANT_INDEX, 1194
ENTITY::_SET_ENTITY_CARRYING_FLAG, 1178
NETWORK::_0xFE53B1F8D43F19BF, 1178
TASK::_0x19BC99C678FBA139, 1176
INVENTORY::_INVENTORY_COMPARE_GUIDS, 1174
DATAFILE::_PARSEDDATA_GET_FLOAT, 1172
PED::_UPDATE_PED_VARIATION, 1172
ITEMDATABASE::_ITEMDATABASE_FILLOUT_ITEM_EFFECT_IDS, 1164
ITEMDATABASE::ITEMDATABASE_FILLOUT_ITEM_EFFECT_ID_INFO, 1164
WEAPON::_IS_WEAPON_ONE_HANDED, 1152
PED::IS_PED_CARRYING_SOMETHING, 1150
WEAPON::GET_CURRENT_PED_WEAPON, 1148
TASK::_0x0F4F6C4CE471259D, 1146
NETWORK::GET_TIME_DIFFERENCE, 1144
DATABINDING::_DATABINDING_GET_ITEM_CONTEXT_BY_INDEX, 1136
DATABINDING::_DATABINDING_ADD_DATA_INT_BY_HASH, 1134
DECORATOR::DECOR_REGISTER, 1134
SCRIPTS::TRIGGER_SCRIPT_EVENT, 1132
DATABINDING::_DATABINDING_WRITE_DATA_HASH_STRING_FROM_PARENT, 1128
MISC::ABSI, 1128
STATS::_STAT_ID_INCREMENT_INT, 1128
PLAYER::GET_PLAYER_TEAM, 1126
ENTITY::GET_ENTITY_BONE_INDEX_BY_NAME, 1122
PED::IS_PED_HOGTIED, 1122
PED::IS_PED_RAGDOLL, 1122
TASK::_0x954451EA2D2120FB, 1122
PLAYER::GET_PLAYER_NAME, 1118
INVENTORY::_INVENTORY_GET_INVENTORY_ITEM_COUNT_WITH_GUID, 1116
NETWORK::NETWORK_IS_PLAYER_A_PARTICIPANT, 1110
SCRIPTS::_IS_ANY_PLAYER_BIT_SET, 1086
ENTITY::HAS_ENTITY_CLEAR_LOS_TO_ENTITY, 1078
MAP::BLIP_REMOVE_MODIFIER, 1076
GANG::NETWORK_GET_NUM_GANG_MEMBERS, 1068
ITEMDATABASE::_ITEMDATABASE_RELEASE_ITEM_COLLECTION, 1068
ANIMSCENE::_CREATE_ANIM_SCENE, 1066
DATABINDING::_DATABINDING_ADD_DATA_BOOL_BY_HASH, 1064
ENTITY::FREEZE_ENTITY_POSITION, 1058
NETWORK::NETWORK_IS_SIGNED_ONLINE, 1058
PED::IS_TARGET_PED_IN_PERCEPTION_AREA, 1058
DATABINDING::_DATABINDING_WRITE_DATA_INT, 1056
WEAPON::_GET_AMMO_TYPE_FOR_WEAPON, 1056
ITEMDATABASE::_ITEMDATABASE_DOES_ITEM_HAVE_TAG, 1052
PLAYER::GET_MOUNT_OWNED_BY_PLAYER, 1052
ENTITY::SET_ENTITY_AS_MISSION_ENTITY, 1046
ENTITY::_DOES_THREAD_OWN_THIS_ENTITY, 1044
NETSHOPPING::_CASHINVENTORY_TRANSACTION_DELETE, 1042
SCRIPTS::_CLEAR_PLAYER_BIT_AT_INDEX, 1038
ITEMSET::DESTROY_ITEMSET, 1026
HUD::GET_FILENAME_FOR_AUDIO_CONVERSATION, 1022
WEAPON::HAS_PED_GOT_WEAPON, 1020
PERSCHAR::_IS_PERSISTENT_CHARACTER_VALID, 1016
DATAFILE::_PARSEDDATA_GET_BOOL, 1006
NETWORK::_0x51951DE06C0D1C40, 1006
PED::GET_MOUNT, 1006
NETWORK::NETWORK_IS_SESSION_ACTIVE, 1002
UNLOCK::UNLOCK_SET_UNLOCKED, 994
NETWORK::GET_CLOUD_TIME_AS_INT, 988
MISC::IS_STRING_NULL_OR_EMPTY_OR_SPACES, 986
TASK::_DELETE_SCENARIO_POINT, 984
WEAPON::_IS_AMMO_VALID, 984
TASK::IS_PED_IN_WRITHE, 982
CAM::DO_SCREEN_FADE_OUT, 976
MISC::GET_GROUND_Z_FOR_3D_COORD, 958
WEAPON::SET_CURRENT_PED_WEAPON, 958
GANG::_NETWORK_IS_IN_MY_GANG, 950
PED::SET_PED_COMBAT_ATTRIBUTES, 950
VOLUME::_CREATE_VOLUME_BOX_WITH_CUSTOM_NAME, 950
PAD::ENABLE_CONTROL_ACTION, 948
UIAPPS::IS_UIAPP_RUNNING_BY_HASH, 944
DATAFILE::_PARSEDDATA_RQ_FILLOUT_FLOAT, 942
PAD::IS_CONTROL_PRESSED, 938
NETSHOPPING::_0xA3B8D31C13CB4239, 930
WEAPON::IS_WEAPON_BOW, 926
WEAPON::IS_WEAPON_MELEE_WEAPON, 926
ITEMDATABASE::_ITEMDATABASE_GET_SHOP_LAYOUT_MENU_INFO_BY_ID, 922
ITEMSET::CREATE_ITEMSET, 912
DATABINDING::_DATABINDING_ADD_DATA_CONTAINER_FROM_PATH, 910
ITEMDATABASE::_ITEMDATABASE_CREATE_ITEM_COLLECTION, 910
OBJECT::DELETE_OBJECT, 908
HUD::_DISABLE_HUD_CONTEXT, 898
TASK::GET_SCRIPT_TASK_STATUS, 896
INVENTORY::_0x9B4E793B1CB6550A, 886
ANIMSCENE::LOAD_ANIM_SCENE, 884
ANIMSCENE::START_ANIM_SCENE, 866
ENTITY::GET_OFFSET_FROM_ENTITY_IN_WORLD_COORDS, 864
ITEMSET::GET_INDEXED_ITEM_IN_ITEMSET, 854
ITEMDATABASE::_ITEMDATABASE_FILLOUT_UI_DATA, 842
PED::DELETE_PED, 838
UIFEED::_UI_FEED_CLEAR_HELP_TEXT_FEED, 834
ANIMSCENE::_DELETE_ANIM_SCENE, 832
DATABINDING::_DATABINDING_READ_DATA_HASH_STRING_FROM_PARENT, 832
NETWORK::NETWORK_HAS_CONTROL_OF_NETWORK_ID, 830
ITEMDATABASE::_ITEMDATABASE_GET_SHOP_LAYOUT_PAGE_INFO_BY_KEY, 826
NETWORK::_NETWORK_HAS_CONTROL_OF_ANIM_SCENE, 818
PLAYER::_0x2B12B6FC8B8772AB, 816
DATABINDING::_DATABINDING_INSERT_UI_ITEM_TO_LIST_FROM_CONTEXT_STRING_ALIAS, 812
NETWORK::NETWORK_GET_PLAYER_FROM_GAMER_HANDLE, 810
PED::IS_PED_USING_ANY_SCENARIO, 806
ENTITY::IS_ENTITY_IN_VOLUME, 804
HUD::TEXT_BLOCK_IS_LOADED, 802
PED::_IS_THIS_MODEL_A_HORSE, 800
DATAFILE::_PARSEDDATA_RQ_FILLOUT_VECTOR, 798
MISC::_INT_TO_STRING, 786
ITEMDATABASE::_ITEMDATABASE_GET_FITS_SLOT_INFO, 782
DATAFILE::PARSEDDATA_IS_FILE_VALID, 778
INVENTORY::INVENTORY_GET_INVENTORY_ITEM, 778
NETWORK::NETWORK_SESSION_IS_TRANSITIONING, 772
NETSHOPPING::_CASHINVENTORY_TRANSACTION_GET_NUM_OF_ITEMS, 768
PLAYER::IS_PLAYER_DEAD, 768
NETSHOPPING::_CASHINVENTORY_TRANSACTION_START, 766
PLAYER::SET_PLAYER_CONTROL, 766
TASK::START_TASK_ITEM_INTERACTION, 764
SCRIPTS::IS_THREAD_ACTIVE, 754
ANIMSCENE::_IS_ANIM_SCENE_PLAYBACK_LIST_PHASE_LOADED, 752
PED::IS_PED_IN_COMBAT, 750
ANIMSCENE::SET_ANIM_SCENE_ORIGIN, 740
CAM::SET_CAM_ACTIVE, 740
DATABINDING::_DATABINDING_CLEAR_BINDING_ARRAY, 738
CAM::RENDER_SCRIPT_CAMS, 734
STATS::STAT_ID_SET_INT, 734
ENTITY::SET_ENTITY_COORDS, 732
EVENT::_0x1A5C5D350068A673, 728
MAP::_MAP_DISABLE_REGION_BLIP, 718
MAP::_MAP_ENABLE_REGION_BLIP, 716
WEAPON::GET_WEAPON_CLIP_SIZE, 710
WEAPON::IS_PED_ARMED, 710
PED::IS_PED_INCAPACITATED, 706
WEAPON::IS_WEAPON_A_GUN, 698
INVENTORY::INVENTORY_GET_GUID_FROM_ITEMID, 696
TXD::REQUEST_STREAMED_TEXTURE_DICT, 696
NETWORK::NETWORK_DISABLE_REALTIME_MULTIPLAYER, 694
HUD::TEXT_BLOCK_REQUEST, 690
STATS::_0xF21A5D66874FCEDD, 688
TXD::SET_STREAMED_TEXTURE_DICT_AS_NO_LONGER_NEEDED, 688
WEAPON::_IS_WEAPON_LASSO, 686
BUILTIN::VMAG, 684
ITEMDATABASE::_ITEMDATABASE_GET_SHOP_LAYOUT_PAGE_ITEM_KEY, 670
NETWORK::NETWORK_IS_SCRIPT_ACTIVE_BY_HASH, 670
ENTITY::IS_ENTITY_TOUCHING_ENTITY, 664
ITEMDATABASE::_ITEMDATABASE_GET_SHOP_LAYOUT_MENU_PAGE_KEY, 664
MISC::_GET_STRING_FROM_BOOL, 656
PLAYER::_SET_LOCAL_PLAYER_PERSONA_ABILITY_FLAG, 656
NETWORK::_NETWORK_HAS_COMPLETED_MP_INTRO_FLOW_ON_CURRENT_SLOT, 654
ENTITY::HAS_ENTITY_BEEN_DAMAGED_BY_ENTITY, 652
DATAFILE::_PARSEDDATA_GET_NUM_CHILDREN, 650
INVENTORY::INVENTORY_GET_CHILDREN_IN_SLOT_COUNT, 650
WEAPON::_IS_WEAPON_TWO_HANDED, 650
DATABINDING::_DATABINDING_READ_DATA_INT_FROM_PARENT_BY_HASH, 648
MAP::_MAP_IS_REGION_HIGHLIGHTED_WITH_STYLE, 642
INVENTORY::_INVENTORY_RELEASE_ITEM_COLLECTION, 640
ENTITY::IS_ENTITY_VISIBLE, 638
MISC::_GET_ENTITY_FROM_ITEM, 638
PED::GET_PED_RELATIONSHIP_GROUP_HASH, 636
ENTITY::DOES_ENTITY_BELONG_TO_THIS_SCRIPT, 634
UISTATEMACHINE::_UIFLOWBLOCK_IS_LOADED, 634
CAM::IS_SCREEN_FADING_OUT, 632
HUD::_UI_PROMPT_SET_VISIBLE, 632
HUD::_UI_PROMPT_SET_TEXT, 630
PLAYER::_SET_DEADEYE_ABILITY_LEVEL, 628
NETWORK::NETWORK_GET_PLAYER_INDEX_FROM_PED, 626
OBJECT::DOOR_SYSTEM_GET_DOOR_STATE, 626
STREAMING::SET_MODEL_AS_NO_LONGER_NEEDED, 626
DECORATOR::DECOR_SET_INT, 624
OBJECT::GET_OFFSET_FROM_COORD_AND_HEADING_IN_WORLD_COORDS, 624
DATABINDING::_DATABINDING_ADD_UI_ITEM_LIST, 618
OBJECT::CREATE_OBJECT, 616
STATS::CHAL_ADD_GOAL_PROGRESS_INT, 616
CAM::DO_SCREEN_FADE_IN, 610
NETSHOPPING::_CASHINVENTORY_TRANSACTION_FIRE_AND_FORGET_ITEM, 610
PED::IS_PED_READY_TO_RENDER, 608
NETWORK::NET_TO_OBJ, 602
WEAPON::_IS_WEAPON_SNIPER, 602
ENTITY::DELETE_ENTITY, 600
TXD::HAS_STREAMED_TEXTURE_DICT_LOADED, 600
SCRIPTS::_CLEAR_ALL_PLAYER_BITS, 594
DATABINDING::DATABINDING_READ_INT, 592
UIFEED::UI_FEED_CLEAR_CHANNEL, 590
NETSHOPPING::_CASHINVENTORY_TRANSACTION_GET_BASKET_IS_VALID, 586
UISTICKYFEED::_UI_STICKY_FEED_CLEAR_MESSAGE, 586
ENTITY::GET_ENTITY_MAX_HEALTH, 584
VOLUME::_0x748C5F51A18CB8F0, 584
FLOCK::SET_ANIMAL_TUNING_FLOAT_PARAM, 580
AUDIO::_RELEASE_SOUNDSET, 578
PED::_EQUIP_META_PED_OUTFIT, 578
ENTITY::PLACE_ENTITY_ON_GROUND_PROPERLY, 574
ANIMSCENE::SET_ANIM_SCENE_PLAY_LIST, 570
DATABINDING::_DATABINDING_READ_DATA_BOOL, 566
ITEMDATABASE::_ITEMDATABASE_GET_HAS_SLOT_INFO, 566
VOLUME::_CREATE_VOLUME_CYLINDER_WITH_CUSTOM_NAME, 566
HUD::_UI_PROMPT_SET_CONTROL_ACTION, 562
ITEMDATABASE::_ITEMDATABASE_FILLOUT_TAG_DATA, 562
NETWORK::NETWORK_DOES_TUNABLE_EXIST, 562
POPULATION::_ADD_AMBIENT_AVOIDANCE_RESTRICTION, 562
ENTITY::GET_OBJECT_INDEX_FROM_ENTITY_INDEX, 560
ITEMDATABASE::_ITEMDATABASE_GET_FITS_SLOT_COUNT, 560
ITEMDATABASE::_ITEMDATABASE_GET_SHOP_LAYOUT_MENU_INFO_BY_INDEX, 560
POPULATION::_REMOVE_AMBIENT_AVOIDANCE_RESTRICTION, 560
ITEMDATABASE::_ITEMDATABASE_IS_KEY_VALID, 558
DATABINDING::_DATABINDING_ADD_DATA_HASH_BY_HASH, 554
NETWORK::NETWORK_GET_THIS_SCRIPT_IS_NETWORK_SCRIPT, 554
PED::GET_PED_BONE_COORDS, 554
UIFEED::_UI_FEED_GET_MESSAGE_STATE, 554
ITEMDATABASE::_ITEMDATABASE_FILLOUT_MODIFIER, 550
ITEMDATABASE::_ITEMDATABASE_GET_MODIFIED_PRICE, 550
ITEMDATABASE::_ITEMDATABASE_GET_NUMBER_OF_MODIFIED_PRICES, 550
ITEMDATABASE::_ITEMDATABASE_GET_NUMBER_OF_MODIFIERS, 550
MISC::_CREATE_COLOR_STRING, 550
UNLOCK::_UNLOCK_IS_UNLOCK_FLAG_SET, 550
WEAPON::GIVE_WEAPON_TO_PED, 550
NETWORK::NETWORK_TRY_ACCESS_TUNABLE_BOOL_HASH, 548
NETWORK::NETWORK_TRY_ACCESS_TUNABLE_FLOAT_HASH, 548
PED::_SET_PED_TRAIL_EFFECT, 548
PED::SET_PED_RELATIONSHIP_GROUP_HASH, 548
PLAYER::_EAGLE_EYE_SET_PLUS_FLAG_DISABLED, 548
PLAYER::_EAGLE_EYE_SET_TRACKING_UPGRADE, 548
TASK::IS_PED_RUNNING_TASK_ITEM_INTERACTION, 548
EVENT::IS_SHOCKING_EVENT_IN_SPHERE, 546
ATTRIBUTE::_SET_STATUS_EFFECT_PERIODIC_ICON, 544
ATTRIBUTE::_STOP_STATUS_EFFECT_PERIODIC_ICON, 544
PLAYER::_0x0E9057A9DA78D0F8, 544
PLAYER::_0x131E294EF60160DF, 544
PLAYER::_0xE910932F4B30BE23, 544
PLAYER::_EAGLE_EYE_SET_TRACKING_UPGRADE_2, 544
PLAYER::_SET_LOCKON_FOCUS_FIRE_VFX, 544
PLAYER::_SET_PLAYER_CAN_MERCY_KILL, 544
INTERIOR::GET_INTERIOR_AT_COORDS, 542
MISC::NETWORK_SET_SCRIPT_IS_SAFE_FOR_NETWORK_GAME, 540
AUDIO::PREPARE_SOUNDSET, 538
DATAFILE::_PARSEDDATA_RQ_GET_NUM_NODES, 536
ENTITY::SET_ENTITY_HEALTH, 536
ITEMDATABASE::_ITEMDATABASE_GET_ITEM_TAG_TYPE, 536
MISC::SET_THIS_SCRIPT_CAN_BE_PAUSED, 536
VOLUME::_IS_VOLUME_LOCK_REQUEST_VALID_2, 536
ENTITY::_SET_ENTITY_COORDS_AND_HEADING, 532
ENTITY::SET_ENTITY_COLLISION, 532
INVENTORY::_INVENTORY_IS_INVENTORY_ITEM_FLAG_ENABLED, 532
PLAYER::_SET_SPECIAL_ABILITY_MULTIPLIER, 532
STATS::STAT_ID_GET_INT, 532
DECORATOR::DECOR_GET_INT, 526
GRAPHICS::REMOVE_VEG_MODIFIER_SPHERE, 526
STREAMING::IS_IPL_ACTIVE_HASH, 526
ITEMDATABASE::_ITEMDATABASE_GET_COMPONENT_ITEM, 524
NETWORK::NETWORK_GET_MAX_NUM_PARTICIPANTS, 522
ITEMSET::GET_ITEMSET_SIZE, 520
MAP::SET_BLIP_NAME_FROM_TEXT_FILE, 520
TASK::_GET_SCENARIO_POINT_COORDS, 520
NETWORK::NET_TO_ENT, 518
PED::GET_VEHICLE_PED_IS_IN, 516
DATAFILE::_PARSEDDATA_RQ_FILLOUT_BOOL, 514
UIAPPS::IS_UIAPP_ACTIVE_BY_HASH, 512
ANIMSCENE::REQUEST_ANIM_SCENE_PLAY_LIST, 510
PLAYER::_GET_PLAYER_CACHED_DEAD_EYE_AMOUNT, 508
ENTITY::SET_ENTITY_INVINCIBLE, 506
HUD::_ENABLE_HUD_CONTEXT, 506
UISTATEMACHINE::UI_STATE_MACHINE_EXISTS, 506
PED::_GET_RIDER_OF_MOUNT, 504
TASK::CLEAR_PED_TASKS_IMMEDIATELY, 496
OBJECT::DOOR_SYSTEM_SET_DOOR_STATE, 494
VOLUME::_CREATE_VOLUME_AGGREGATE_WITH_CUSTOM_NAME, 494
INVENTORY::_INVENTORY_CREATE_ITEM_COLLECTION_WITH_FILTER, 492
DECORATOR::DECOR_GET_BOOL, 490
ENTITY::GET_ENTITY_ROTATION, 490
PLAYER::HAS_FORCE_CLEANUP_OCCURRED, 490
UIFEED::UI_FEED_GET_CURRENT_MESSAGE, 490
PLAYER::_IS_DEADEYE_ABILITY_LOCKED, 488
PLAYER::GET_PLAYER_INTERACTION_TARGET_ENTITY, 486
HUD::_UI_PROMPT_SET_GROUP, 484
NETWORK::NET_TO_VEH, 484
NETWORK::NETWORK_REQUEST_CONTROL_OF_NETWORK_ID, 484
CAM::SET_CAM_PARAMS, 482
ITEMDATABASE::_ITEMDATABASE_IS_BUNDLE_VALID, 480
PED::IS_PED_FLEEING, 480
STATS::STATSTRACKER_IS_INITIALIZED, 480
AUDIO::GET_SOUND_ID, 478
MAP::SET_BLIP_SPRITE, 478
MONEY::_NETWORK_IS_MONEY_BALANCE_NOT_LESS_THAN, 478
GRAPHICS::DOES_PARTICLE_FX_LOOPED_EXIST, 476
PED::_GET_LASSO_TARGET, 474
INVENTORY::_INVENTORY_GET_ITEM_FROM_COLLECTION_INDEX, 472
NETWORK::NETWORK_HANDLE_FROM_PLAYER, 472
NETSHOPPING::_CASHINVENTORY_IS_SESSION_READY, 470
POPULATION::_REMOVE_AMBIENT_SPAWN_RESTRICTION, 470
WEAPON::_GET_WEAPON_UNLOCK, 468
INVENTORY::_INVENTORY_USE_SP_BACKUP, 466
VOLUME::GET_VOLUME_COORDS, 466
NETWORK::NETWORK_GET_SCRIPT_STATUS, 464
CAM::IS_SCREEN_FADED_IN, 462
ATTRIBUTE::STOP_ITEM_PREVIEW, 460
AUDIO::REGISTER_SCRIPT_WITH_AUDIO, 460
ITEMDATABASE::_0x8870895BA5ED9385, 460
